"id","processed","name_wd","name_rdl","name_pae","units_wd_id","units_rdl_id","value_min_PAE","value_max_PAE","value_min_RDL","value_max_RDL","value_null","asociado_id","group_id","group_sensor_id","import","required_rdl","required_pae","create_date"
"1955","PROCESSED","DWK_-_Nivel_Bajo_en_Tanque_HPU"," ","","18","18","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1956","PROCESSED","DWK_-_Presion_de_Bomba_de_Lubricante"," ","","6","6","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1957","PROCESSED","DWK_-_Temp_Lubricante_Caja_de_Cambios"," ","","18","18","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1958","PROCESSED","DWK_-_Temperatura_Alta_Tanque_HPU"," ","","18","18","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1959","PROCESSED","ECS_DECANTER_1_BBA_Lodo_1_Amp"," ","","5","5","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1960","PROCESSED","ECS_DECANTER_1_BBA_Pol1_Amp"," ","","5","5","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1961","PROCESSED","ECS_DECANTER_1_BOWL_Amp"," ","","5","5","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1962","PROCESSED","ECS_DECANTER_2_BBA_Lodo2_Amp"," ","","5","5","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1963","PROCESSED","ECS_DECANTER_2_BBA_Pol2_Amp"," ","","5","5","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1964","PROCESSED","ECS_DECANTER_2_BOWL_Amp"," ","","5","5","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1965","PROCESSED","ECS_DECANTER_BBA_Amp"," ","","5","5","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1966","PROCESSED","ECS_DENS_lodo"," ","","15","15","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1967","PROCESSED","ECS_DESANDER_Presion"," ","","6","6","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1968","PROCESSED","ECS_DESILTER_BBA_Amp"," ","","5","5","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1969","PROCESSED","ECS_DESILTER_Presion"," ","","6","6","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1970","PROCESSED","ECS_ZAR_1_Amp"," ","","5","5","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1971","PROCESSED","ECS_ZAR_1_G"," ","","84","84","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1972","PROCESSED","ECS_ZAR_2_Amp"," ","","5","5","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1973","PROCESSED","ECS_ZAR_2_G"," ","","84","84","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1974","PROCESSED","ECS_ZAR_3_Amp"," ","","5","5","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1975","PROCESSED","ECS_ZAR_3_G"," ","","84","84","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1976","PROCESSED","ECS_ZAR_Sec_Amp"," ","","5","5","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1977","PROCESSED","EDMS_Profundidad_WITS"," ","","10","10","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1978","PROCESSED","Elevator_Lev"," ","","26","26","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1979","PROCESSED","Encoder_Type"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1980","PROCESSED","Entubacion"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1981","PROCESSED","Fin_Etapa"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1982","PROCESSED","Finalizacion_Fase_1"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1983","PROCESSED","Finalizacion_Fase_2"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1984","PROCESSED","Finalizacion_Fase_3"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1985","PROCESSED","Finalizacion_Fase_4"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1986","PROCESSED","Finalizacion_Fase_5"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1987","PROCESSED","Generador_1_-_Estado"," ","","18","18","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1988","PROCESSED","Generador_2_-_Estado"," ","","18","18","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1989","PROCESSED","Generador_3_-_Estado"," ","","18","18","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1990","PROCESSED","Generador_4_-_Estado"," ","","18","18","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1991","PROCESSED","GEO-Densidad_en_Succion"," ","","73","73","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1992","PROCESSED","GEO-Flujo_Salida_%"," ","","56","56","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1993","PROCESSED","GEO-Gas_Total"," ","","56","56","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1994","PROCESSED","GEO-Prof_muestra_(MD)"," ","","10","10","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1995","PROCESSED","GEO-Prof_muestra_(Vert)"," ","","10","10","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1996","PROCESSED","GEO-Total_Succion"," ","","16","16","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1997","PROCESSED","GWEX_Command"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1998","PROCESSED","Inicio-Fin_Fase"," ","","18","18","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"1999","PROCESSED","Joints_Per_Stand"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"2000","PROCESSED","Kelly_Down_Len"," ","","26","26","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"2001","PROCESSED","KZ_Engine_Heartbeat"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"2002","PROCESSED","Last_24_Hr_Wear"," ","","92","92","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:32:04"
"2003","PROCESSED","LEL_Bodega"," ","","56","56","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2004","PROCESSED","LEL_Piso"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2005","PROCESSED","LEL_Zaranda"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2006","PROCESSED","Line_Replaced"," ","","92","92","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2007","PROCESSED","Line_Replaced_Ref"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2008","PROCESSED","Lst_Elem_Len"," ","","26","26","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2009","PROCESSED","Measured_Fluid_Displacement"," ","","16","16","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2010","PROCESSED","Monitor_H2S_Bodega"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2011","PROCESSED","Monitor_H2S_Piso"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2012","PROCESSED","Monitor_H2S_Zaranda"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2013","PROCESSED","Monitor_LEL_Bodega"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2014","PROCESSED","Monitor_LEL_Piso"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2015","PROCESSED","Monitor_LEL_Zaranda"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2016","PROCESSED","MPD_-_Caudal_Gas_MMCFD"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2017","PROCESSED","MPD_-_Densidad_Salida"," ","","15","15","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2018","PROCESSED","MPD_-_ECD"," ","","74","74","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2019","PROCESSED","MPD_-_ECD_Fondo_Pozo"," ","","74","74","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2020","PROCESSED","MPD_-_ECD_Landing_Point"," ","","15","15","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2021","PROCESSED","MPD_-_ECD_Prof_Control"," ","","74","74","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2022","PROCESSED","MPD_-_ECD_Prof_Trepano"," ","","15","15","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2023","PROCESSED","MPD_-_ECD_Zapato"," ","","15","15","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2024","PROCESSED","MPD_-_Flujo_Entrada"," ","","36","36","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2025","PROCESSED","MPD_-_Flujo_Salida"," ","","36","36","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2026","PROCESSED","MPD_-_Flujo_Salida_%"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2027","PROCESSED","MPD_-_Posicion_Choke_A"," ","","56","56","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2028","PROCESSED","MPD_-_Posicion_Choke_B"," ","","56","56","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2029","PROCESSED","MPD_-_Presion_Choke"," ","","6","6","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2030","PROCESSED","MPD_-_Presion_RCD"," ","","6","6","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2031","PROCESSED","MPD_-_Presion_Secundaria"," ","","6","6","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2032","PROCESSED","MPD_-_Temp_Salida"," ","","27","27","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2033","PROCESSED","OverPull_Reff"," ","","7","7","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2034","PROCESSED","Peso_Pistoneo"," ","","22","22","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2035","PROCESSED","Pipe_Length_Change"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2036","PROCESSED","Pistoneo_conexion"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2037","PROCESSED","Pistoneo_Pulsador"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2038","PROCESSED","Pit_1_Jumps"," ","","91","91","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2039","PROCESSED","Pit_10_Jumps"," ","","91","91","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2040","PROCESSED","Pit_11_Jumps"," ","","91","91","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2041","PROCESSED","Pit_12_Jumps"," ","","91","91","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2042","PROCESSED","Pit_2_Jumps"," ","","91","91","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2043","PROCESSED","Pit_3_Jumps"," ","","91","91","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2044","PROCESSED","Pit_4_Jumps"," ","","91","91","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2045","PROCESSED","Pit_5_Jumps"," ","","91","91","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2046","PROCESSED","Pit_6_Jumps"," ","","91","91","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2047","PROCESSED","Pit_7_Jumps"," ","","91","91","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2048","PROCESSED","Pit_8_Jumps"," ","","91","91","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2049","PROCESSED","Pit_9_Jumps"," ","","91","91","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2050","PROCESSED","Presion_Prueba_BOP","BOP_TEST","Presion BOP","6","6","0","3000","0","0","-999.25","0","1","14","SI","SI","SI","3/6/2024 14:41:29"
"2051","PROCESSED","Prev_Day_Wear"," ","","92","92","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2052","PROCESSED","Profundidad_Pistoneo"," ","","10","10","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:33:33"
"2053","PROCESSED","PT_Correction"," ","","26","26","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2054","PROCESSED","PT_String"," ","","26","26","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2055","PROCESSED","Pump_Displacement_1"," ","","68","68","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2056","PROCESSED","Pump_Displacement_2"," ","","68","68","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2057","PROCESSED","Pump_Displacement_3"," ","","68","68","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2058","PROCESSED","Pump_Efficiency_1"," ","","56","56","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2059","PROCESSED","Pump_Efficiency_2"," ","","56","56","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2060","PROCESSED","Pump_Efficiency_3"," ","","56","56","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2061","PROCESSED","Pump_Liner_1"," ","","39","39","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2062","PROCESSED","Pump_Liner_2"," ","","39","39","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2063","PROCESSED","Pump_Liner_3"," ","","39","39","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2064","PROCESSED","Pump_Stroke_Length_1"," ","","39","39","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2065","PROCESSED","Pump_Stroke_Length_2"," ","","39","39","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2066","PROCESSED","Pump_Stroke_Length_3"," ","","39","39","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2067","PROCESSED","Pump_Type_1"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2068","PROCESSED","Pump_Type_2"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2069","PROCESSED","Pump_Type_3"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2070","PROCESSED","QL_Depth_Delay"," ","","26","26","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2071","PROCESSED","QL_Returns_Depth"," ","","26","26","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2072","PROCESSED","QL_Start_Depth"," ","","26","26","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2073","PROCESSED","QL_Stks_Bt_Up"," ","","13","13","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2074","PROCESSED","QL_Strokes_To_Surface"," ","","13","13","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2075","PROCESSED","QL_Time_To_Surface"," ","","50","50","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2076","PROCESSED","Reference_Hkld"," ","","7","7","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2077","PROCESSED","Referencia_Presion_1"," ","","6","6","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2078","PROCESSED","Referencia_Presion_2"," ","","6","6","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2079","PROCESSED","Referencia_Presion_3"," ","","6","6","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2080","PROCESSED","Referencia_Prof_Fase_1"," ","","10","10","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2081","PROCESSED","Referencia_Prof_Fase_2"," ","","10","10","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2082","PROCESSED","Referencia_Prof_Fase_3"," ","","10","10","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2083","PROCESSED","Referencia_Prof_Fase_4"," ","","10","10","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2084","PROCESSED","Referencia_Prof_Fase_5"," ","","10","10","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2085","PROCESSED","Rig_Activity"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2086","PROCESSED","ROP_-_#1_Ref_Depth"," ","","26","26","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2087","PROCESSED","ROP_-_#1_Ref_Time"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2088","PROCESSED","ROP_-_#2_Ref_Depth"," ","","26","26","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2089","PROCESSED","ROP_-_#2_Ref_Time"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2090","PROCESSED","ROP_-_#3_Ref_Depth"," ","","26","26","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2091","PROCESSED","ROP_-_#3_Ref_Time"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2092","PROCESSED","ROP_-_Average_#1"," ","","41","41","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2093","PROCESSED","ROP_-_Average_#2"," ","","41","41","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2094","PROCESSED","ROP_-_Average_#3"," ","","41","41","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2095","PROCESSED","ROP_Hold_Value"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2096","PROCESSED","Rotary_Level"," ","","26","26","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2097","PROCESSED","Slip_Switch"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2098","PROCESSED","Start_Trip"," ","","92","92","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2099","PROCESSED","Start_Trip_Ref"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2100","PROCESSED","SYS4_DAQ_Version"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2101","PROCESSED","TD_-_Adelante_(RAW)"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2102","PROCESSED","TD_-_Apagado"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:01"
"2103","PROCESSED","TD_-_Direccion"," ","","18","18","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2104","PROCESSED","TD_-_Elevadores"," ","","18","18","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2105","PROCESSED","TD_-_Elevadores_Abiertos_(RAW)"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2106","PROCESSED","TD_-_Elevadores_Cerrados_(RAW)"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2107","PROCESSED","TD_-_Girar_(RAW)"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2108","PROCESSED","TD_-_IBOP"," ","","18","18","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2109","PROCESSED","TD_-_Modo"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2110","PROCESSED","TD_-_Perforar_(RAW)"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2111","PROCESSED","TD_-_Reversa_(RAW)"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2112","PROCESSED","TD_-_Setpoint_Torque_Conexion"," ","","9","9","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2113","PROCESSED","TD_-_Setpoint_Torque_Perforacion"," ","","9","9","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2114","PROCESSED","TD_-_Torquear_(RAW)"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2115","PROCESSED","Tiempo_Retorno"," ","","50","50","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2116","PROCESSED","Toolface_Threshold"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2117","PROCESSED","Top_Drv_Torque_-_Converted"," ","","9","9","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2118","PROCESSED","Torque_Diff"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2119","PROCESSED","Torque_llave_WO"," ","","9","9","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2120","PROCESSED","Trigger_Hkld"," ","","7","7","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2121","PROCESSED","Trigger_HKLD_Status"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2122","PROCESSED","Tripping_Trigger_HKLD"," ","","7","7","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2123","PROCESSED","Twister_-_Energia"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2124","PROCESSED","Twister_-_Estado"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2125","PROCESSED","Twister_-_Modo_Activo"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2126","PROCESSED","Twister_-_Setpoint_Energia"," ","","19","19","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2127","PROCESSED","Twister_-_Setpoint_RPM"," ","","8","8","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2128","PROCESSED","Twister_-_Setpoint_Torque"," ","","9","9","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2129","PROCESSED","Velocidad_Piston_WITS"," ","","51","51","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2130","PROCESSED","Velocidad_Pistoneo"," ","","51","51","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2131","PROCESSED","Vol_Bombeado_Bomba_1"," ","","16","16","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2132","PROCESSED","Vol_Bombeado_Bomba_2"," ","","16","16","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2133","PROCESSED","Vol_Bombeado_Bomba_3"," ","","16","16","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2134","PROCESSED","Volumen_Bombeado"," ","","16","16","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2135","PROCESSED","WC_Active_Profile"," ","","48","48","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2136","PROCESSED","WC_Bit_Bounce_"," ","","26","26","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2137","PROCESSED","WC_Drill_Stop_Point"," ","","26","26","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2138","PROCESSED","WC_Feed_Forward"," ","","90","90","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2139","PROCESSED","WC_Incr_Distance"," ","","39","39","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
"2140","PROCESSED","WC_Len_To_Drill"," ","","26","26","0","0","0","0","-999.25","0","1","14","NO","NO","NO","29/11/2021 10:34:25"
